institute_id,institute_name,total_docs,total_paragraphs,classified_paragraphs,classified_paragraph_share,classified_weight_sum,dominant_domain,dominant_domain_share,dominant_domain_runner_up,dominant_domain_runner_up_share,dominant_domain_gap,dominant_domain_tie_flag,dominant_domain_borderline_flag,low_volume_flag,year_min,year_max,security_strategy_salience_share,security_strategy_oriented_prop,security_strategy_rival_among_oriented,security_strategy_collaborator_among_oriented,security_strategy_rival_prop,security_strategy_collaborator_prop,security_strategy_neutral_prop,economy_trade_salience_share,economy_trade_oriented_prop,economy_trade_rival_among_oriented,economy_trade_collaborator_among_oriented,economy_trade_rival_prop,economy_trade_collaborator_prop,economy_trade_neutral_prop,science_technology_salience_share,science_technology_oriented_prop,science_technology_rival_among_oriented,science_technology_collaborator_among_oriented,science_technology_rival_prop,science_technology_collaborator_prop,science_technology_neutral_prop,environment_climate_salience_share,environment_climate_oriented_prop,environment_climate_rival_among_oriented,environment_climate_collaborator_among_oriented,environment_climate_rival_prop,environment_climate_collaborator_prop,environment_climate_neutral_prop,governance_law_salience_share,governance_law_oriented_prop,governance_law_rival_among_oriented,governance_law_collaborator_among_oriented,governance_law_rival_prop,governance_law_collaborator_prop,governance_law_neutral_prop,society_culture_salience_share,society_culture_oriented_prop,society_culture_rival_among_oriented,society_culture_collaborator_among_oriented,society_culture_rival_prop,society_culture_collaborator_prop,society_culture_neutral_prop,overall_rival_share,overall_collaborator_share,overall_neutral_share,overall_oriented_share,overall_rival_among_oriented,overall_collaborator_among_oriented,security_strategy_weight,economy_trade_weight,science_technology_weight,environment_climate_weight,governance_law_weight,society_culture_weight,security_strategy_rival_share,security_strategy_collaborator_share,security_strategy_neutral_share,economy_trade_rival_share,economy_trade_collaborator_share,economy_trade_neutral_share,science_technology_rival_share,science_technology_collaborator_share,science_technology_neutral_share,environment_climate_rival_share,environment_climate_collaborator_share,environment_climate_neutral_share,governance_law_rival_share,governance_law_collaborator_share,governance_law_neutral_share,society_culture_rival_share,society_culture_collaborator_share,society_culture_neutral_share
institute_for_china_america_studies,Institute for China-America Studies,33,33,29,0.878788,28.999999,security_strategy,0.578591,economy_trade,0.263431,0.31516,False,False,False,2016.0,2025.0,0.578591,0.12777,0.030727,0.969273,0.003926,0.123844,0.87223,0.263431,0.118551,0.047541,0.952459,0.005636,0.112915,0.881449,0.081448,0.007138,0.162791,0.837209,0.001162,0.005976,0.992862,0.026065,0.272437,0.150593,0.849407,0.041027,0.23141,0.727563,0.013925,0.298195,0.110988,0.889012,0.033096,0.265099,0.701804,0.03654,0.045726,0.003105,0.996895,0.000142,0.045584,0.954274,0.005387,0.113276,0.881338,0.118663,0.045397,0.954603,16.779142,7.639493,2.361995,0.7558739999999999,0.403822,1.059673,0.065883,2.077995,14.635263,0.043056,0.862613,6.733823,0.002744,0.014115,2.345136,0.031011,0.174917,0.549946,0.013365,0.107053,0.283404,0.000151,0.048304,1.011218
institute_of_asian_research_china_programs,Institute of Asian Research (China programs),158,158,131,0.829114,130.999996,governance_law,0.388759,society_culture,0.242833,0.145926,False,False,False,2000.0,2024.0,0.160029,0.054574,0.029098,0.970902,0.001588,0.052986,0.945426,0.172465,0.05727,0.02359,0.97641,0.001351,0.055919,0.94273,0.028646,0.076173,0.105497,0.894503,0.008036,0.068137,0.923827,0.007268,0.193135,0.070541,0.929459,0.013624,0.179511,0.806866,0.388759,0.038714,0.02224,0.97776,0.000861,0.037853,0.961286,0.242833,0.04909,0.183174,0.816826,0.008992,0.040098,0.95091,0.003334,0.045833,0.950833,0.049167,0.06781,0.93219,20.96384,22.592887,3.752591,0.9521409999999999,50.927406,31.811131,0.033285999999999996,1.110796,19.819758,0.030517,1.2633809999999999,21.29899,0.030157,0.255689,3.466745,0.012972000000000001,0.17092000000000002,0.76825,0.043835,1.927778,48.955792,0.28604,1.275567,30.249524
institute_of_chinese_studies,Institute of Chinese Studies,40,40,29,0.725,29.000002,security_strategy,0.543893,economy_trade,0.183866,0.360027,False,False,False,2000.0,2025.0,0.543893,0.169355,0.114812,0.885188,0.019444,0.149911,0.830645,0.183866,0.243238,0.251716,0.748284,0.061227,0.182011,0.756763,0.03543,0.365569,0.0,1.0,0.0,0.365569,0.634431,0.02445,0.257596,0.0,1.0,0.0,0.257596,0.742404,0.048403,0.360463,0.0,1.0,0.0,0.360463,0.639537,0.163958,0.12418,0.067024,0.932976,0.008323,0.115857,0.875821,0.023197,0.170695,0.806108,0.193892,0.119639,0.880361,15.77291,5.332121,1.027473,0.709041,1.403675,4.754782,0.306681,2.364534,13.101695,0.326468,0.970503,4.03515,0.0,0.37561199999999995,0.6518609999999999,0.0,0.182646,0.526395,0.0,0.505973,0.897702,0.039572,0.550874,4.1643360000000005
institute_of_international_relations_china_studies_stream,Institute of International Relations - China studies stream,24,24,19,0.791667,19.000001,governance_law,0.403254,economy_trade,0.2462,0.157054,False,False,False,2000.0,2021.0,0.20986,0.0,0.0,0.0,0.0,0.0,1.0,0.2462,0.0,0.0,0.0,0.0,0.0,1.0,0.086603,0.0,0.0,0.0,0.0,0.0,1.0,0.009868,0.0,0.0,0.0,0.0,0.0,1.0,0.403254,0.0,0.0,0.0,0.0,0.0,1.0,0.044214,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.987344,4.677808,1.645455,0.1875,7.661827,0.840067,0.0,0.0,3.987344,0.0,0.0,4.677808,0.0,0.0,1.645455,0.0,0.0,0.1875,0.0,0.0,7.661827,0.0,0.0,0.840067
john_l_thornton_china_center,John L. Thornton China Center,143,143,114,0.797203,114.0,economy_trade,0.366224,security_strategy,0.321471,0.044753,False,True,False,2006.0,2025.0,0.321471,0.202229,0.510436,0.489564,0.103225,0.099004,0.797772,0.366224,0.207918,0.1542,0.8458,0.032061,0.175857,0.792082,0.040222,0.011268,0.287451,0.712549,0.003239,0.008029,0.988732,0.010547,0.0,0.0,0.0,0.0,0.0,1.0,0.123264,0.153212,0.192217,0.807783,0.02945,0.123762,0.846788,0.138272,0.078914,0.27402,0.72598,0.021624,0.05729,0.921086,0.051676,0.11973,0.828594,0.171406,0.301483,0.698517,36.647659,41.749519,4.585287,1.202381,14.052146,15.763008,3.7829439999999996,3.628252,29.236462,1.338547,7.341947,33.069026,0.014852,0.036816,4.533619,0.0,0.0,1.202381,0.413839,1.739118,11.899189,0.340861,0.9030659999999999,14.519082000000001
kissinger_institute_on_china_and_the_united_states,Kissinger Institute on China and the United States,16,16,12,0.75,12.000001000000001,economy_trade,0.611283,security_strategy,0.270043,0.34124,False,False,True,2012.0,2022.0,0.270043,0.331017,0.305927,0.694073,0.101267,0.22975,0.668983,0.611283,0.233958,0.134977,0.865023,0.031579,0.202379,0.766042,0.064252,0.279407,0.896048,0.103952,0.250362,0.029045,0.720593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017504,0.431422,0.0,1.0,0.0,0.431422,0.568578,0.036919,0.487544,0.357484,0.642516,0.174289,0.313255,0.512456,0.069171,0.206736,0.724093,0.275907,0.250704,0.749296,3.240519,7.335394,0.77102,0.0,0.210045,0.44302299999999994,0.328159,0.744509,2.1678509999999998,0.231641,1.484531,5.619222,0.193034,0.022394,0.555592,0.0,0.0,0.0,0.0,0.090618,0.119427,0.077214,0.138779,0.22702999999999998
lau_china_institute,Lau China Institute,118,118,97,0.822034,96.999998,security_strategy,0.33545,governance_law,0.308189,0.027261,False,True,False,2008.0,2026.0,0.33545,0.070056,0.402307,0.597693,0.028184,0.041872,0.929944,0.137854,0.113275,0.017638,0.982362,0.001998,0.111277,0.886725,0.072048,0.087286,0.529283,0.470717,0.046199,0.041087,0.912714,0.015904,0.347685,0.161249,0.838751,0.056064,0.291621,0.652315,0.308189,0.036336,0.552427,0.447573,0.020073,0.016263,0.963664,0.130555,0.050413,0.390614,0.609386,0.019692,0.030721,0.949587,0.022707,0.046007,0.931286,0.068714,0.330457,0.669543,32.538689,13.371793,6.9886729999999995,1.542648,29.894363,12.663832,0.917067,1.362461,30.259161,0.026723,1.487972,11.857098,0.322872,0.287141,6.37866,0.086487,0.449869,1.006292,0.600082,0.48617099999999996,28.80811,0.249373,0.389049,12.025409
leiden_asia_centre,Leiden Asia Centre,104,104,84,0.807692,84.0,security_strategy,0.287499,governance_law,0.220008,0.067491,False,False,False,2016.0,2026.0,0.287499,0.08199,0.407745,0.592255,0.033431,0.048559,0.91801,0.145065,0.155755,0.034201,0.965799,0.005327,0.150428,0.844245,0.127904,0.05352,0.073879,0.926121,0.003954,0.049566,0.94648,0.020008,0.007565,0.23503,0.76497,0.001778,0.005787,0.992435,0.220008,0.13383,0.200859,0.799141,0.026881,0.106949,0.866171,0.199515,0.062452,0.092743,0.907257,0.005792,0.05666,0.937548,0.017995,0.077072,0.904933,0.095067,0.189288,0.810712,24.149947,12.185478,10.743913000000001,1.680693,18.480668,16.759301,0.8073549999999999,1.172695,22.169898,0.064907,1.8330419999999998,10.287528,0.042484999999999995,0.53253,10.168897,0.0029879999999999998,0.009726,1.667978,0.49677099999999996,1.9764840000000001,16.007412,0.09706300000000001,0.949589,15.712649
manchester_china_institute,Manchester China Institute,97,97,66,0.680412,66.0,society_culture,0.369091,security_strategy,0.209003,0.160088,False,False,False,2018.0,2026.0,0.209003,0.137732,0.781736,0.218264,0.10767,0.030062,0.862268,0.191707,0.085114,0.645311,0.354689,0.054925,0.030189,0.914886,0.090266,0.130439,0.102768,0.897232,0.013405,0.117034,0.86956,0.031439,0.0,0.0,0.0,0.0,0.0,1.0,0.108494,0.086911,0.832415,0.167585,0.072346,0.014565,0.913089,0.369091,0.048309,0.685152,0.314848,0.033099,0.01521,0.95169,0.054309,0.029829,0.915862,0.084138,0.645475,0.354525,13.794223,12.652669,5.957545,2.074953,7.160626,24.359984,1.485226,0.414684,11.894313,0.694951,0.381974,11.575745,0.079862,0.697238,5.180445,0.0,0.0,2.074953,0.51804,0.104297,6.538289,0.8062940000000001,0.370525,23.183165
mercator_institute_for_china_studies_merics,Mercator Institute for China Studies (MERICS),46,46,37,0.804348,37.000002,economy_trade,0.322904,governance_law,0.204778,0.118126,False,False,False,2013.0,2025.0,0.173394,0.166844,0.336991,0.663009,0.056225,0.110619,0.833156,0.322904,0.055782,0.065182,0.934818,0.003636,0.052146,0.944218,0.114477,0.116678,0.728801,0.271199,0.085035,0.031643,0.883322,0.157513,0.158332,0.02676,0.97324,0.004237,0.154095,0.841668,0.204778,0.015661,0.193666,0.806334,0.003033,0.012628,0.984339,0.026934,0.023429,0.225532,0.774468,0.005284,0.018145,0.976572,0.022088,0.066988,0.910924,0.089076,0.247968,0.752032,6.415589,11.947436,4.235635,5.827984,7.576788,0.99657,0.360716,0.709689,5.345184,0.043439,0.623012,11.280984,0.36017699999999997,0.134027,3.74143,0.024696,0.8980630000000001,4.905225,0.022979,0.095681,7.458127999999999,0.005266,0.018083,0.973222
needham_research_institute,Needham Research Institute,98,98,69,0.704082,69.0,society_culture,0.76382,science_technology,0.080656,0.683164,False,False,False,2000.0,2025.0,0.026275,0.079472,0.483667,0.516333,0.038438,0.041034,0.920527,0.055601,0.060064,0.0,1.0,0.0,0.060064,0.939936,0.080656,0.014272,0.0,1.0,0.0,0.014272,0.985728,0.000167,0.119454,0.0,1.0,0.0,0.119454,0.880546,0.073481,9e-05,0.0,1.0,0.0,9e-05,0.99991,0.76382,0.027663,0.286773,0.713227,0.007933,0.01973,0.972337,0.00707,0.020665,0.972265,0.027735,0.254913,0.745087,1.812941,3.836496,5.565284,0.011494,5.0702110000000005,52.703574,0.069686,0.074393,1.6688619999999998,0.0,0.230435,3.606061,0.0,0.079426,5.485858,0.0,0.001373,0.010121,0.0,0.000457,5.069754,0.418119,1.039821,51.245634
new_zealand_contemporary_china_research_centre,New Zealand Contemporary China Research Centre,147,147,120,0.816327,119.999999,security_strategy,0.335801,society_culture,0.333834,0.001967,False,True,False,2009.0,2025.0,0.335801,0.208143,0.440409,0.559591,0.091668,0.116475,0.791857,0.170274,0.174763,0.289787,0.710213,0.050644,0.124119,0.825237,0.06354,0.239581,0.249406,0.750594,0.059753,0.179828,0.760419,0.070606,0.018216,0.400143,0.599857,0.007289,0.010927,0.981784,0.025945,0.125878,0.240956,0.759044,0.030331,0.095547,0.874121,0.333834,0.035466,0.470535,0.529465,0.016688,0.018778,0.964534,0.050075,0.081192,0.868733,0.131267,0.381474,0.618526,40.296093,20.432923,7.6247810000000005,8.472675,3.113422,40.060105,3.693846,4.693487999999999,31.908761000000002,1.03481,2.536105,16.862007,0.455604,1.371152,5.798026,0.061755000000000004,0.092582,8.318338,0.094433,0.297479,2.721509,0.668517,0.752249,38.639339
nordic_institute_of_asian_studies,Nordic Institute of Asian Studies,225,225,170,0.755556,169.999999,governance_law,0.401647,security_strategy,0.231022,0.170625,False,False,False,2000.0,2025.0,0.231022,0.152861,0.444999,0.555001,0.068023,0.084838,0.847139,0.164171,0.051748,0.028716,0.971284,0.001486,0.050262,0.948252,0.048055,0.083758,0.587371,0.412629,0.049197,0.034561,0.916242,0.04231,0.121327,0.0,1.0,0.0,0.121327,0.878673,0.401647,0.035541,0.097915,0.902085,0.00348,0.032061,0.964459,0.112795,0.076056,0.133822,0.866178,0.010178,0.065878,0.923944,0.020869,0.054953,0.924178,0.075822,0.275237,0.724763,39.273754000000004,27.909071,8.16931,7.192737,68.27999200000001,19.175135,2.671525,3.33189,33.270339,0.041477,1.402763,26.464831,0.401904,0.282337,7.485069,0.0,0.8726750000000001,6.320062,0.237599,2.189131,65.853262,0.195159,1.263229,17.716747
paul_tsai_china_center,Paul Tsai China Center,135,135,109,0.807407,108.999998,society_culture,0.320432,security_strategy,0.282926,0.037506,False,True,False,2000.0,2025.0,0.282926,0.088174,0.290607,0.709393,0.025624,0.06255,0.911826,0.086756,0.165946,0.391694,0.608306,0.065,0.100946,0.834053,0.076999,0.026414,0.54278,0.45722,0.014337,0.012077,0.973586,0.002857,0.076203,0.0,1.0,0.0,0.076203,0.923797,0.230029,0.029606,0.555259,0.444741,0.016439,0.013167,0.970394,0.320432,0.03561,0.792362,0.207638,0.028216,0.007394,0.96439,0.026816,0.033001,0.940184,0.059817,0.448301,0.551699,30.838968,9.456453,8.392906,0.311365,25.073195,34.927111000000004,0.79021,1.928981,28.119778,0.614671,0.954595,7.887187,0.120332,0.10136,8.171215,0.0,0.023726999999999998,0.287638,0.412178,0.330136,24.330881,0.98551,0.258259,33.683341
penn_project_on_the_future_of_u_s_china_relations,Penn Project on the Future of U.S.-China Relations,339,339,260,0.766962,259.999998,security_strategy,0.394439,economy_trade,0.177881,0.216558,False,False,False,2012.0,2026.0,0.394439,0.14979,0.651612,0.348388,0.097605,0.052185,0.85021,0.177881,0.068863,0.209706,0.790294,0.014441,0.054422,0.931137,0.079732,0.073737,0.058058,0.941942,0.004281,0.069456,0.926264,0.081686,0.098638,0.0,1.0,0.0,0.098638,0.901362,0.136381,0.063774,0.745743,0.254257,0.047559,0.016215,0.936226,0.129881,0.037973,0.542306,0.457694,0.020593,0.01738,0.962027,0.05057,0.048329,0.901102,0.098899,0.51133,0.48867,102.554015,46.249189,20.730277,21.238468,35.458952000000004,33.769097,10.009741,5.351781,87.192494,0.6678660000000001,2.516987,43.064336,0.08873700000000001,1.43984,19.201699,0.0,2.094924,19.143544,1.6863839999999999,0.574983,33.197585,0.695408,0.5869120000000001,32.486777
penn_wharton_china_center,Penn Wharton China Center,49,49,43,0.877551,43.000001,security_strategy,0.355112,governance_law,0.320749,0.034363,False,True,False,2015.0,2025.0,0.355112,0.044142,0.637579,0.362421,0.028144,0.015998,0.955858,0.071675,0.237352,0.045131,0.954869,0.010712,0.22664,0.762648,0.103968,0.038248,0.027034,0.972966,0.001034,0.037214,0.961753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320749,0.091437,0.251736,0.748264,0.023018,0.068419,0.908562,0.148496,0.03588,0.0,1.0,0.0,0.03588,0.96412,0.018253,0.053068,0.928679,0.071321,0.255927,0.744073,15.269821,3.082029,4.470623,0.0,13.792218,6.3853100000000005,0.429761,0.244284,14.595776,0.033016,0.69851,2.3505030000000002,0.004622,0.16636800000000002,4.299633,0.0,0.0,0.0,0.31747600000000004,0.943655,12.531087,0.0,0.229106,6.156204
princeton_china_center,Princeton China Center,41,41,34,0.829268,34.0,security_strategy,0.516755,society_culture,0.219106,0.297649,False,False,False,2017.0,2025.0,0.516755,0.303411,0.506758,0.493242,0.153756,0.149655,0.696588,0.096141,0.429085,0.629982,0.370018,0.270316,0.158769,0.570915,0.037275,0.172785,1.0,0.0,0.172785,0.0,0.827215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130723,0.13913,0.528534,0.471466,0.073535,0.065595,0.86087,0.219106,0.049223,0.37515,0.62485,0.018466,0.030757,0.950778,0.125542,0.107913,0.766545,0.233455,0.537757,0.462243,17.569655,3.26878,1.267361,0.0,4.444592,7.449612,2.7014460000000002,2.629391,12.238818,0.883603,0.51898,1.866197,0.21898099999999998,0.0,1.04838,0.0,0.0,0.0,0.326832,0.291544,3.826216,0.137561,0.229126,7.082925
rsu_china_studies_centre,RSU China Studies Centre,3,3,3,1.0,2.999999,security_strategy,0.399068,economy_trade,0.31112,0.087948,False,False,True,,,0.399068,0.330828,0.222466,0.777534,0.073598,0.25723,0.669173,0.31112,0.314245,0.25855,0.74145,0.081248,0.232997,0.685755,0.141848,0.257469,0.085692,0.914308,0.022063,0.235406,0.74253,0.029684,0.373482,0.065154,0.934846,0.024334,0.349148,0.626517,0.111691,0.322454,0.033422,0.966578,0.010777,0.311677,0.677543,0.006588,0.319739,0.57145,0.42855,0.182715,0.137024,0.68021,0.060908,0.254613,0.684479,0.315521,0.193039,0.806961,1.197205,0.933361,0.425545,0.08905099999999999,0.335074,0.019763,0.088112,0.30795700000000004,0.801137,0.075834,0.21747,0.640057,0.009389,0.100176,0.31598,0.002167,0.031092,0.055791999999999994,0.003611,0.104435,0.227027,0.003611,0.002708,0.013443
red_alc_china,Red ALC-China,1,1,1,1.0,1.0,economy_trade,1.0,security_strategy,0.0,1.0,False,False,True,2022.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
research_centre_for_china_s_heritage_studies,Research Centre for China's Heritage Studies,15,15,10,0.666667,10.000001,society_culture,0.848892,governance_law,0.119129,0.729763,False,False,True,2012.0,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024835,0.0,0.0,0.0,0.0,0.0,1.0,0.007143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119129,0.0,0.0,0.0,0.0,0.0,1.0,0.848892,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24835200000000002,0.071429,0.0,1.191295,8.488925,0.0,0.0,0.0,0.0,0.0,0.24835200000000002,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,1.191295,0.0,0.0,8.488925
soas_china_institute,SOAS China Institute,192,192,161,0.838542,161.0,society_culture,0.316265,economy_trade,0.252785,0.06348,False,False,False,2000.0,2025.0,0.160552,0.028964,0.635858,0.364142,0.018417,0.010547,0.971037,0.252785,0.039362,0.437046,0.562954,0.017203,0.022159,0.960638,0.033534,0.007331,0.0,1.0,0.0,0.007331,0.992669,0.004478,0.019303,0.0,1.0,0.0,0.019303,0.980697,0.232386,0.051026,0.52242,0.47758,0.026657,0.024369,0.948974,0.316265,0.031043,0.602229,0.397771,0.018695,0.012348,0.968957,0.019413,0.017195,0.963392,0.036608,0.530294,0.469706,25.848874,40.698405,5.39895,0.720878,37.414202,50.918691,0.476047,0.272623,25.100204,0.7001200000000001,0.9018379999999999,39.096447,0.0,0.03958,5.35937,0.0,0.013915,0.706963,0.997369,0.911729,35.505104,0.9519219999999999,0.628759,49.33801
sigur_center_for_asian_studies,Sigur Center for Asian Studies,175,175,148,0.845714,148.000004,security_strategy,0.635433,economy_trade,0.129956,0.505477,False,False,False,2000.0,2025.0,0.635433,0.186418,0.224479,0.775521,0.041847,0.144571,0.813582,0.129956,0.247812,0.163212,0.836788,0.040446,0.207366,0.752189,0.034769,0.224853,0.126994,0.873006,0.028555,0.196298,0.775146,0.014163,0.245038,0.216485,0.783515,0.053047,0.191991,0.754963,0.11111,0.062296,0.352816,0.647184,0.021979,0.040317,0.937703,0.074569,0.065522,0.212524,0.787476,0.013925,0.051597,0.934477,0.037071,0.136685,0.826243,0.173756,0.213351,0.786649,94.044111,19.233458,5.14583,2.09619,16.444225,11.03619,3.93542,13.596097,76.512593,0.7779079999999999,3.9883640000000002,14.467186,0.146941,1.010118,3.988771,0.111196,0.402449,1.582545,0.36142799999999997,0.662988,15.419807,0.153684,0.569437,10.313069
stanford_center_on_china_s_economy_and_institutions,Stanford Center on China's Economy and Institutions,453,453,379,0.836645,379.000001,society_culture,0.763206,economy_trade,0.116603,0.646603,False,False,False,2002.0,2026.0,0.018067,0.061064,0.101123,0.898877,0.006175,0.054889,0.938936,0.116603,0.028899,0.132427,0.867573,0.003827,0.025072,0.9711,0.076905,0.020618,0.0,1.0,0.0,0.020618,0.979382,0.008177,0.0,0.0,0.0,0.0,0.0,1.0,0.017042,0.134489,0.0,1.0,0.0,0.134489,0.865511,0.763206,0.011528,0.076076,0.923924,0.000877,0.010651,0.988472,0.001227,0.015922,0.982851,0.017149,0.071549,0.928451,6.847334,44.192645,29.146871,3.099116,6.459004,289.255031,0.042283,0.37584100000000004,6.42921,0.169133,1.108019,42.915493,0.0,0.6009509999999999,28.54592,0.0,0.0,3.099116,0.0,0.8686670000000001,5.590337,0.2537,3.080917,285.920414
swedish_national_china_centre,Swedish National China Centre,7,7,7,1.0,6.999999,security_strategy,0.454173,science_technology,0.22371,0.230463,False,False,True,2021.0,2024.0,0.454173,0.215066,0.5067,0.4933,0.108974,0.106092,0.784934,0.151011,0.242393,0.081677,0.918323,0.019798,0.222595,0.757607,0.22371,0.029503,0.681693,0.318307,0.020112,0.009391,0.970498,0.016005,0.046272,1.0,0.0,0.046272,0.0,0.953728,0.108465,0.379081,0.477932,0.522068,0.181175,0.197906,0.620919,0.046636,0.605605,0.401134,0.598866,0.242929,0.362676,0.394396,0.088703,0.122279,0.789018,0.210982,0.420429,0.579571,3.17921,1.0570789999999999,1.565969,0.112033,0.759254,0.326454,0.346452,0.337289,2.495469,0.020928,0.235301,0.8008500000000001,0.031494,0.014706,1.519769,0.005184,0.0,0.106849,0.137558,0.150261,0.471435,0.079305,0.118397,0.128752
the_china_institute,The China Institute,9,9,6,0.666667,5.999999,security_strategy,0.534474,economy_trade,0.339284,0.19519,False,False,True,2010.0,2021.0,0.534474,0.217463,0.559861,0.440139,0.121749,0.095714,0.782537,0.339284,0.018094,0.0,1.0,0.0,0.018094,0.981906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923,0.638433,0.0,1.0,0.0,0.638433,0.361567,0.04932,0.211103,1.0,0.0,0.211103,0.0,0.788897,0.075483,0.106406,0.818111,0.181889,0.414995,0.585005,3.206842,2.035702,0.0,0.0,0.461538,0.295917,0.39043,0.306939,2.509473,0.0,0.036833,1.998869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294661,0.166877,0.062469,0.0,0.233448
tsinghua_university_latin_america_center,Tsinghua University Latin America Center,3,3,3,1.0,3.0,economy_trade,0.272917,governance_law,0.259615,0.013302,False,True,True,2021.0,2023.0,0.170833,0.0,0.0,0.0,0.0,0.0,1.0,0.272917,0.0,0.0,0.0,0.0,0.0,1.0,0.054487,0.0,0.0,0.0,0.0,0.0,1.0,0.041667,0.0,0.0,0.0,0.0,0.0,1.0,0.259615,0.0,0.0,0.0,0.0,0.0,1.0,0.200481,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5125,0.81875,0.163462,0.125,0.778846,0.601442,0.0,0.0,0.5125,0.0,0.0,0.81875,0.0,0.0,0.163462,0.0,0.0,0.125,0.0,0.0,0.778846,0.0,0.0,0.601442
usc_u_s_china_institute,USC U.S.-China Institute,73,73,55,0.753425,54.999995,security_strategy,0.330767,society_culture,0.260991,0.069776,False,False,False,2003.0,2026.0,0.330767,0.104459,0.560038,0.439962,0.058501,0.045958,0.895541,0.185596,0.111813,0.36824,0.63176,0.041174,0.070639,0.888186,0.113094,0.029569,0.322229,0.677771,0.009528,0.020041,0.970431,0.002848,0.333238,0.160027,0.839973,0.053327,0.279911,0.666756,0.106703,0.057723,0.099423,0.900577,0.005739,0.051984,0.942277,0.260991,0.053638,0.068571,0.931429,0.003678,0.04996,0.946361,0.029794,0.049962,0.920245,0.079756,0.373564,0.626436,18.192179,10.207786,6.220181,0.156657,5.868673,14.354519,1.0642559999999999,0.836083,16.291839,0.4203,0.721069,9.066417,0.059266,0.124657,6.036259,0.008354,0.04385,0.104452,0.03368,0.30508,5.529915,0.052802,0.717156,13.584562
university_of_oxford_china_centre,University of Oxford China Centre,255,255,202,0.792157,201.999999,security_strategy,0.252222,society_culture,0.226446,0.025776,False,True,False,2008.0,2026.0,0.252222,0.104122,0.435893,0.564107,0.045386,0.058736,0.895878,0.174254,0.114121,0.010682,0.989318,0.001219,0.112902,0.885879,0.168584,0.166712,0.11064,0.88936,0.018445,0.148267,0.833288,0.026721,0.027764,0.0,1.0,0.0,0.027764,0.972236,0.151774,0.050489,0.613777,0.386223,0.030989,0.0195,0.949512,0.226446,0.037955,0.057937,0.942063,0.002199,0.035756,0.962045,0.019971,0.071282,0.908747,0.091253,0.218853,0.781147,50.948812000000004,35.199369,34.053875,5.397562,30.658332,45.742049,2.312379,2.992535,45.643898,0.042925,3.974074,31.18237,0.628109,5.04908,28.376686,0.0,0.149857,5.247705,0.950067,0.597826,29.110439,0.10059199999999999,1.635567,44.00589
weatherhead_east_asian_institute,Weatherhead East Asian Institute,180,180,120,0.666667,119.999996,society_culture,0.439424,security_strategy,0.21088,0.228544,False,False,False,2000.0,2025.0,0.21088,0.110406,0.647347,0.352653,0.071471,0.038935,0.889594,0.118739,0.094832,0.021459,0.978541,0.002035,0.092797,0.905168,0.039088,0.056579,0.294544,0.705456,0.016665,0.039914,0.943422,0.02065,0.164043,0.0,1.0,0.0,0.164043,0.835957,0.171219,0.133235,0.3057,0.6943,0.04073,0.092505,0.866765,0.439424,0.039405,0.127547,0.872453,0.005026,0.034379,0.960595,0.025147,0.055122,0.919731,0.080269,0.313284,0.686716,25.305642,14.248635,4.690564,2.478037,20.546296,52.730822,1.8086129999999998,0.985274,22.511757,0.028989,1.322235,12.897411,0.078168,0.187217,4.425179,0.0,0.406504,2.071533,0.8368500000000001,1.9006269999999998,17.80882,0.265003,1.812831,50.652988
